from_city,to_city,distance_mi,drive_time_min,slug,is_active,house_size,min_cost,max_cost,avg_cost,movers,trucks,min_hours,max_hours
miami,altamonte-springs,234,255,miami-to-altamonte-springs,True,2_bedroom,2090,2450,2270,2,1,10.5,12.5
miami,altamonte-springs,234,255,miami-to-altamonte-springs,True,3_bedroom,3035,3455,3245,3,1,13.5,15.5
miami,altamonte-springs,234,255,miami-to-altamonte-springs,True,4_bedroom,3440,3920,3680,4,1,13.5,15.5
miami,altamonte-springs,234,255,miami-to-altamonte-springs,True,4plus_bedroom,4600,5080,4840,4,1,17.5,19.5
miami,ocala,292,318,miami-to-ocala,True,1_bedroom,2468,2828,2648,2,1,12.6,14.6
miami,ocala,292,318,miami-to-ocala,True,2_bedroom,2468,2828,2648,2,1,12.6,14.6
miami,ocala,292,318,miami-to-ocala,True,3_bedroom,3476,4096,3786,3,1,15.6,17.6
miami,ocala,292,318,miami-to-ocala,True,4_bedroom,3944,4624,4284,4,1,15.6,17.6
miami,ocala,292,318,miami-to-ocala,True,4plus_bedroom,5104,5584,5344,4,1,19.6,21.6
miami,gainesville,329,358,miami-to-gainesville,True,1_bedroom,2708,3068,2888,2,1,13.9,15.9
miami,gainesville,329,358,miami-to-gainesville,True,2_bedroom,2708,3068,2888,2,1,13.9,15.9
miami,gainesville,329,358,miami-to-gainesville,True,3_bedroom,3956,4376,4166,3,1,16.9,18.9
miami,gainesville,329,358,miami-to-gainesville,True,4_bedroom,4464,4944,4704,4,1,16.9,18.9
miami,gainesville,329,358,miami-to-gainesville,True,4plus_bedroom,5424,5904,5664,4,1,20.9,22.9
miami,jacksonville,361,394,miami-to-jacksonville,True,1_bedroom,2924,3484,3204,2,1,15.1,17.1
miami,jacksonville,361,394,miami-to-jacksonville,True,2_bedroom,2924,3484,3204,2,1,15.1,17.1
miami,jacksonville,361,394,miami-to-jacksonville,True,3_bedroom,4208,4628,4418,3,1,18.1,20.1
miami,jacksonville,361,394,miami-to-jacksonville,True,4_bedroom,4752,5232,4992,4,1,18.1,20.1
miami,jacksonville,361,394,miami-to-jacksonville,True,4plus_bedroom,5712,6192,5952,4,1,22.1,24.1
miami,st-augustine,323,353,miami-to-st-augustine,True,1_bedroom,2678,3038,2858,2,1,13.8,15.8
miami,st-augustine,323,353,miami-to-st-augustine,True,2_bedroom,2678,3038,2858,2,1,13.8,15.8
miami,st-augustine,323,353,miami-to-st-augustine,True,3_bedroom,3921,4341,4131,3,1,16.8,18.8
miami,st-augustine,323,353,miami-to-st-augustine,True,4_bedroom,4424,4904,4664,4,1,16.8,18.8
miami,st-augustine,323,353,miami-to-st-augustine,True,4plus_bedroom,5384,5864,5624,4,1,20.8,22.8
miami,tallahassee,449,490,miami-to-tallahassee,True,1_bedroom,3700,4060,3880,2,1,18.3,20.3
miami,tallahassee,449,490,miami-to-tallahassee,True,2_bedroom,3700,4060,3880,2,1,18.3,20.3
miami,tallahassee,449,490,miami-to-tallahassee,True,3_bedroom,4880,5300,5090,3,1,21.3,23.3
miami,tallahassee,449,490,miami-to-tallahassee,True,4_bedroom,5520,6000,5760,4,1,21.3,23.3
miami,tallahassee,449,490,miami-to-tallahassee,True,4plus_bedroom,6480,6960,6720,4,1,25.3,27.3
miami,pensacola,589,643,miami-to-pensacola,True,1_bedroom,4618,4978,4798,2,1,23.4,25.4
miami,pensacola,589,643,miami-to-pensacola,True,2_bedroom,4618,4978,4798,2,1,23.4,25.4
miami,pensacola,589,643,miami-to-pensacola,True,3_bedroom,5951,6371,6161,3,1,26.4,28.4
miami,pensacola,589,643,miami-to-pensacola,True,4_bedroom,6744,7224,6984,4,1,26.4,28.4
miami,pensacola,589,643,miami-to-pensacola,True,4plus_bedroom,7704,8384,8044,4,1,30.4,32.4
miami,destin,550,600,miami-to-destin,True,1_bedroom,4360,4720,4540,2,1,22.0,24.0
miami,destin,550,600,miami-to-destin,True,2_bedroom,4360,4720,4540,2,1,22.0,24.0
miami,destin,550,600,miami-to-destin,True,3_bedroom,5650,6070,5860,3,1,25.0,27.0
miami,destin,550,600,miami-to-destin,True,4_bedroom,6400,6880,6640,4,1,25.0,27.0
miami,destin,550,600,miami-to-destin,True,4plus_bedroom,7360,7840,7600,4,1,29.0,31.0
miami,panama-city,496,541,miami-to-panama-city,True,1_bedroom,4006,4366,4186,2,1,20.0,22.0
miami,panama-city,496,541,miami-to-panama-city,True,2_bedroom,4006,4366,4186,2,1,20.0,22.0
miami,panama-city,496,541,miami-to-panama-city,True,3_bedroom,5237,5657,5447,3,1,23.0,25.0
miami,panama-city,496,541,miami-to-panama-city,True,4_bedroom,5928,6408,6168,4,1,23.0,25.0
miami,panama-city,496,541,miami-to-panama-city,True,4plus_bedroom,6888,7368,7128,4,1,27.0,29.0
miami,key-west,143,156,miami-to-key-west,True,1_bedroom,1496,1856,1676,2,1,7.2,9.2
miami,key-west,143,156,miami-to-key-west,True,2_bedroom,1496,1856,1676,2,1,7.2,9.2
miami,key-west,143,156,miami-to-key-west,True,3_bedroom,2342,2762,2552,3,1,10.2,12.2
miami,key-west,143,156,miami-to-key-west,True,4_bedroom,2648,3128,2888,4,1,10.2,12.2
miami,key-west,143,156,miami-to-key-west,True,4plus_bedroom,3608,4288,3948,4,1,14.2,16.2
miami,key-largo,54,59,miami-to-key-largo,True,1_bedroom,920,1280,1100,2,1,4.0,6.0
miami,key-largo,54,59,miami-to-key-largo,True,2_bedroom,920,1280,1100,2,1,4.0,6.0
miami,key-largo,54,59,miami-to-key-largo,True,3_bedroom,1670,2090,1880,3,1,7.0,9.0
miami,key-largo,54,59,miami-to-key-largo,True,4_bedroom,1880,2360,2120,4,1,7.0,9.0
miami,key-largo,54,59,miami-to-key-largo,True,4plus_bedroom,2840,3320,3080,4,1,11.0,13.0
miami,islamorada,70,77,miami-to-islamorada,True,1_bedroom,1022,1382,1202,2,1,4.6,6.6
miami,islamorada,70,77,miami-to-islamorada,True,2_bedroom,1022,1382,1202,2,1,4.6,6.6
miami,islamorada,70,77,miami-to-islamorada,True,3_bedroom,1789,2209,1999,3,1,7.6,9.6
miami,islamorada,70,77,miami-to-islamorada,True,4_bedroom,2016,2496,2256,4,1,7.6,9.6
miami,islamorada,70,77,miami-to-islamorada,True,4plus_bedroom,2976,3456,3216,4,1,11.6,13.6
miami,new-york-ny,1202,1311,miami-to-new-york-ny,True,1_bedroom,8826,9186,9006,2,1,45.7,47.7
miami,new-york-ny,1202,1311,miami-to-new-york-ny,True,2_bedroom,8826,9186,9006,2,1,45.7,47.7
miami,new-york-ny,1202,1311,miami-to-new-york-ny,True,3_bedroom,11027,11447,11237,3,1,48.7,50.7
miami,new-york-ny,1202,1311,miami-to-new-york-ny,True,4_bedroom,12488,12968,12728,4,1,48.7,50.7
miami,new-york-ny,1202,1311,miami-to-new-york-ny,True,4plus_bedroom,13448,13928,13688,4,1,52.7,54.7
miami,newark-nj,1200,1309,miami-to-newark-nj,True,1_bedroom,8814,9174,8994,2,1,45.6,47.6
miami,newark-nj,1200,1309,miami-to-newark-nj,True,2_bedroom,8814,9174,8994,2,1,45.6,47.6
miami,newark-nj,1200,1309,miami-to-newark-nj,True,3_bedroom,11013,11433,11223,3,1,48.6,50.6
miami,newark-nj,1200,1309,miami-to-newark-nj,True,4_bedroom,12472,12952,12712,4,1,48.6,50.6
miami,newark-nj,1200,1309,miami-to-newark-nj,True,4plus_bedroom,13432,13912,13672,4,1,52.6,54.6
miami,jersey-city-nj,1201,1310,miami-to-jersey-city-nj,True,1_bedroom,8820,9180,9000,2,1,45.7,47.7
miami,jersey-city-nj,1201,1310,miami-to-jersey-city-nj,True,2_bedroom,8820,9180,9000,2,1,45.7,47.7
miami,jersey-city-nj,1201,1310,miami-to-jersey-city-nj,True,3_bedroom,11020,11440,11230,3,1,48.7,50.7
miami,jersey-city-nj,1201,1310,miami-to-jersey-city-nj,True,4_bedroom,12480,12960,12720,4,1,48.7,50.7
miami,jersey-city-nj,1201,1310,miami-to-jersey-city-nj,True,4plus_bedroom,13440,13920,13680,4,1,52.7,54.7
miami,yonkers-ny,1219,1330,miami-to-yonkers-ny,True,1_bedroom,8940,9500,9220,2,1,46.3,48.3
miami,yonkers-ny,1219,1330,miami-to-yonkers-ny,True,2_bedroom,8940,9500,9220,2,1,46.3,48.3
miami,yonkers-ny,1219,1330,miami-to-yonkers-ny,True,3_bedroom,11160,11580,11370,3,1,49.3,51.3
miami,yonkers-ny,1219,1330,miami-to-yonkers-ny,True,4_bedroom,12640,13120,12880,4,1,49.3,51.3
miami,yonkers-ny,1219,1330,miami-to-yonkers-ny,True,4plus_bedroom,13600,14080,13840,4,1,53.3,55.3
miami,stamford-ct,1235,1348,miami-to-stamford-ct,True,1_bedroom,9048,9608,9328,2,1,46.9,48.9
miami,stamford-ct,1235,1348,miami-to-stamford-ct,True,2_bedroom,9048,9608,9328,2,1,46.9,48.9
miami,stamford-ct,1235,1348,miami-to-stamford-ct,True,3_bedroom,11286,11706,11496,3,1,49.9,51.9
miami,stamford-ct,1235,1348,miami-to-stamford-ct,True,4_bedroom,12784,13264,13024,4,1,49.9,51.9
miami,stamford-ct,1235,1348,miami-to-stamford-ct,True,4plus_bedroom,13744,14224,13984,4,1,53.9,55.9
miami,bridgeport-ct,1252,1366,miami-to-bridgeport-ct,True,1_bedroom,9156,9716,9436,2,1,47.5,49.5
miami,bridgeport-ct,1252,1366,miami-to-bridgeport-ct,True,2_bedroom,9156,9716,9436,2,1,47.5,49.5
miami,bridgeport-ct,1252,1366,miami-to-bridgeport-ct,True,3_bedroom,11412,11832,11622,3,1,50.5,52.5
miami,bridgeport-ct,1252,1366,miami-to-bridgeport-ct,True,4_bedroom,12928,13408,13168,4,1,50.5,52.5
miami,bridgeport-ct,1252,1366,miami-to-bridgeport-ct,True,4plus_bedroom,13888,14368,14128,4,1,54.5,56.5
miami,hartford-ct,1304,1423,miami-to-hartford-ct,True,1_bedroom,9698,10058,9878,2,1,49.4,51.4
miami,hartford-ct,1304,1423,miami-to-hartford-ct,True,2_bedroom,9698,10058,9878,2,1,49.4,51.4
miami,hartford-ct,1304,1423,miami-to-hartford-ct,True,3_bedroom,11811,12231,12021,3,1,52.4,54.4
miami,hartford-ct,1304,1423,miami-to-hartford-ct,True,4_bedroom,13384,13864,13624,4,1,52.4,54.4
miami,hartford-ct,1304,1423,miami-to-hartford-ct,True,4plus_bedroom,14344,14824,14584,4,1,56.4,58.4
miami,new-haven-ct,1267,1382,miami-to-new-haven-ct,True,1_bedroom,9452,9812,9632,2,1,48.1,50.1
miami,new-haven-ct,1267,1382,miami-to-new-haven-ct,True,2_bedroom,9452,9812,9632,2,1,48.1,50.1
miami,new-haven-ct,1267,1382,miami-to-new-haven-ct,True,3_bedroom,11524,11944,11734,3,1,51.1,53.1
miami,new-haven-ct,1267,1382,miami-to-new-haven-ct,True,4_bedroom,13056,13536,13296,4,1,51.1,53.1
miami,new-haven-ct,1267,1382,miami-to-new-haven-ct,True,4plus_bedroom,14016,14496,14256,4,1,55.1,57.1
miami,springfield-ma,1330,1451,miami-to-springfield-ma,True,1_bedroom,9866,10226,10046,2,1,50.4,52.4
miami,springfield-ma,1330,1451,miami-to-springfield-ma,True,2_bedroom,9866,10226,10046,2,1,50.4,52.4
miami,springfield-ma,1330,1451,miami-to-springfield-ma,True,3_bedroom,12007,12427,12217,3,1,53.4,55.4
miami,springfield-ma,1330,1451,miami-to-springfield-ma,True,4_bedroom,13608,14088,13848,4,1,53.4,55.4
miami,springfield-ma,1330,1451,miami-to-springfield-ma,True,4plus_bedroom,14568,15048,14808,4,1,57.4,59.4
miami,worcester-ma,1359,1483,miami-to-worcester-ma,True,1_bedroom,10058,10418,10238,2,1,51.4,53.4
miami,worcester-ma,1359,1483,miami-to-worcester-ma,True,2_bedroom,10058,10418,10238,2,1,51.4,53.4
miami,worcester-ma,1359,1483,miami-to-worcester-ma,True,3_bedroom,12231,12651,12441,3,1,54.4,56.4
miami,worcester-ma,1359,1483,miami-to-worcester-ma,True,4_bedroom,13864,14344,14104,4,1,54.4,56.4
miami,worcester-ma,1359,1483,miami-to-worcester-ma,True,4plus_bedroom,14824,15304,15064,4,1,58.4,60.4
miami,boston-ma,1384,1510,miami-to-boston-ma,True,1_bedroom,10220,10580,10400,2,1,52.3,54.3
miami,boston-ma,1384,1510,miami-to-boston-ma,True,2_bedroom,10220,10580,10400,2,1,52.3,54.3
miami,boston-ma,1384,1510,miami-to-boston-ma,True,3_bedroom,12420,12840,12630,3,1,55.3,57.3
miami,boston-ma,1384,1510,miami-to-boston-ma,True,4_bedroom,14080,14560,14320,4,1,55.3,57.3
miami,boston-ma,1384,1510,miami-to-boston-ma,True,4plus_bedroom,15040,15520,15280,4,1,59.3,61.3
miami,providence-ri,1339,1461,miami-to-providence-ri,True,1_bedroom,9926,10286,10106,2,1,50.7,52.7
miami,providence-ri,1339,1461,miami-to-providence-ri,True,2_bedroom,9926,10286,10106,2,1,50.7,52.7
miami,providence-ri,1339,1461,miami-to-providence-ri,True,3_bedroom,12077,12497,12287,3,1,53.7,55.7
miami,providence-ri,1339,1461,miami-to-providence-ri,True,4_bedroom,13688,14168,13928,4,1,53.7,55.7
miami,providence-ri,1339,1461,miami-to-providence-ri,True,4plus_bedroom,14648,15128,14888,4,1,57.7,59.7
miami,manchester-nh,1418,1547,miami-to-manchester-nh,True,1_bedroom,10442,10802,10622,2,1,53.6,55.6
miami,manchester-nh,1418,1547,miami-to-manchester-nh,True,2_bedroom,10442,10802,10622,2,1,53.6,55.6
miami,manchester-nh,1418,1547,miami-to-manchester-nh,True,3_bedroom,12679,13099,12889,3,1,56.6,58.6
miami,manchester-nh,1418,1547,miami-to-manchester-nh,True,4_bedroom,14376,14856,14616,4,1,56.6,58.6
miami,manchester-nh,1418,1547,miami-to-manchester-nh,True,4plus_bedroom,15336,15816,15576,4,1,60.6,62.6
miami,portland-me,1493,1628,miami-to-portland-me,True,1_bedroom,10928,11288,11108,2,1,56.3,58.3
miami,portland-me,1493,1628,miami-to-portland-me,True,2_bedroom,10928,11288,11108,2,1,56.3,58.3
miami,portland-me,1493,1628,miami-to-portland-me,True,3_bedroom,13246,13666,13456,3,1,59.3,61.3
miami,portland-me,1493,1628,miami-to-portland-me,True,4_bedroom,15024,15504,15264,4,1,59.3,61.3
miami,portland-me,1493,1628,miami-to-portland-me,True,4plus_bedroom,15984,16664,16324,4,1,63.3,65.3
miami,albany-ny,1345,1467,miami-to-albany-ny,True,1_bedroom,9962,10322,10142,2,1,50.9,52.9
miami,albany-ny,1345,1467,miami-to-albany-ny,True,2_bedroom,9962,10322,10142,2,1,50.9,52.9
miami,albany-ny,1345,1467,miami-to-albany-ny,True,3_bedroom,12119,12539,12329,3,1,53.9,55.9
miami,albany-ny,1345,1467,miami-to-albany-ny,True,4_bedroom,13736,14216,13976,4,1,53.9,55.9
miami,albany-ny,1345,1467,miami-to-albany-ny,True,4plus_bedroom,14696,15176,14936,4,1,57.9,59.9
miami,syracuse-ny,1338,1459,miami-to-syracuse-ny,True,1_bedroom,9914,10274,10094,2,1,50.6,52.6
miami,syracuse-ny,1338,1459,miami-to-syracuse-ny,True,2_bedroom,9914,10274,10094,2,1,50.6,52.6
miami,syracuse-ny,1338,1459,miami-to-syracuse-ny,True,3_bedroom,12063,12483,12273,3,1,53.6,55.6
miami,syracuse-ny,1338,1459,miami-to-syracuse-ny,True,4_bedroom,13672,14152,13912,4,1,53.6,55.6
miami,syracuse-ny,1338,1459,miami-to-syracuse-ny,True,4plus_bedroom,14632,15112,14872,4,1,57.6,59.6
miami,rochester-ny,1332,1453,miami-to-rochester-ny,True,1_bedroom,9878,10238,10058,2,1,50.4,52.4
miami,rochester-ny,1332,1453,miami-to-rochester-ny,True,2_bedroom,9878,10238,10058,2,1,50.4,52.4
miami,rochester-ny,1332,1453,miami-to-rochester-ny,True,3_bedroom,12021,12441,12231,3,1,53.4,55.4
miami,rochester-ny,1332,1453,miami-to-rochester-ny,True,4_bedroom,13624,14104,13864,4,1,53.4,55.4
miami,rochester-ny,1332,1453,miami-to-rochester-ny,True,4plus_bedroom,14584,15064,14824,4,1,57.4,59.4
miami,buffalo-ny,1304,1423,miami-to-buffalo-ny,True,1_bedroom,9698,10058,9878,2,1,49.4,51.4
miami,buffalo-ny,1304,1423,miami-to-buffalo-ny,True,2_bedroom,9698,10058,9878,2,1,49.4,51.4
miami,buffalo-ny,1304,1423,miami-to-buffalo-ny,True,3_bedroom,11811,12231,12021,3,1,52.4,54.4
miami,buffalo-ny,1304,1423,miami-to-buffalo-ny,True,4_bedroom,13384,13864,13624,4,1,52.4,54.4
miami,buffalo-ny,1304,1423,miami-to-buffalo-ny,True,4plus_bedroom,14344,14824,14584,4,1,56.4,58.4
miami,philadelphia-pa,1125,1227,miami-to-philadelphia-pa,True,1_bedroom,8322,8682,8502,2,1,42.9,44.9
miami,philadelphia-pa,1125,1227,miami-to-philadelphia-pa,True,2_bedroom,8322,8682,8502,2,1,42.9,44.9
miami,philadelphia-pa,1125,1227,miami-to-philadelphia-pa,True,3_bedroom,10239,10659,10449,3,1,45.9,47.9
miami,philadelphia-pa,1125,1227,miami-to-philadelphia-pa,True,4_bedroom,11616,12096,11856,4,1,45.9,47.9
miami,philadelphia-pa,1125,1227,miami-to-philadelphia-pa,True,4plus_bedroom,12776,13256,13016,4,1,49.9,51.9
miami,pittsburgh-pa,1116,1217,miami-to-pittsburgh-pa,True,1_bedroom,8262,8622,8442,2,1,42.6,44.6
miami,pittsburgh-pa,1116,1217,miami-to-pittsburgh-pa,True,2_bedroom,8262,8622,8442,2,1,42.6,44.6
miami,pittsburgh-pa,1116,1217,miami-to-pittsburgh-pa,True,3_bedroom,10169,10589,10379,3,1,45.6,47.6
miami,pittsburgh-pa,1116,1217,miami-to-pittsburgh-pa,True,4_bedroom,11536,12016,11776,4,1,45.6,47.6
miami,pittsburgh-pa,1116,1217,miami-to-pittsburgh-pa,True,4plus_bedroom,12696,13176,12936,4,1,49.6,51.6
miami,allentown-pa,1167,1273,miami-to-allentown-pa,True,1_bedroom,8598,8958,8778,2,1,44.4,46.4
miami,allentown-pa,1167,1273,miami-to-allentown-pa,True,2_bedroom,8598,8958,8778,2,1,44.4,46.4
miami,allentown-pa,1167,1273,miami-to-allentown-pa,True,3_bedroom,10561,11181,10871,3,1,47.4,49.4
miami,allentown-pa,1167,1273,miami-to-allentown-pa,True,4_bedroom,11984,12664,12324,4,1,47.4,49.4
miami,allentown-pa,1167,1273,miami-to-allentown-pa,True,4plus_bedroom,13144,13624,13384,4,1,51.4,53.4
miami,harrisburg-pa,1123,1225,miami-to-harrisburg-pa,True,1_bedroom,8310,8670,8490,2,1,42.8,44.8
miami,harrisburg-pa,1123,1225,miami-to-harrisburg-pa,True,2_bedroom,8310,8670,8490,2,1,42.8,44.8
miami,harrisburg-pa,1123,1225,miami-to-harrisburg-pa,True,3_bedroom,10225,10645,10435,3,1,45.8,47.8
miami,harrisburg-pa,1123,1225,miami-to-harrisburg-pa,True,4_bedroom,11600,12080,11840,4,1,45.8,47.8
miami,harrisburg-pa,1123,1225,miami-to-harrisburg-pa,True,4plus_bedroom,12760,13240,13000,4,1,49.8,51.8
miami,scranton-pa,1223,1334,miami-to-scranton-pa,True,1_bedroom,8964,9524,9244,2,1,46.5,48.5
miami,scranton-pa,1223,1334,miami-to-scranton-pa,True,2_bedroom,8964,9524,9244,2,1,46.5,48.5
miami,scranton-pa,1223,1334,miami-to-scranton-pa,True,3_bedroom,11188,11608,11398,3,1,49.5,51.5
miami,scranton-pa,1223,1334,miami-to-scranton-pa,True,4_bedroom,12672,13152,12912,4,1,49.5,51.5
miami,scranton-pa,1223,1334,miami-to-scranton-pa,True,4plus_bedroom,13632,14112,13872,4,1,53.5,55.5
miami,lancaster-pa,1113,1214,miami-to-lancaster-pa,True,1_bedroom,8244,8604,8424,2,1,42.5,44.5
miami,lancaster-pa,1113,1214,miami-to-lancaster-pa,True,2_bedroom,8244,8604,8424,2,1,42.5,44.5
miami,lancaster-pa,1113,1214,miami-to-lancaster-pa,True,3_bedroom,10148,10568,10358,3,1,45.5,47.5
miami,lancaster-pa,1113,1214,miami-to-lancaster-pa,True,4_bedroom,11512,11992,11752,4,1,45.5,47.5
miami,lancaster-pa,1113,1214,miami-to-lancaster-pa,True,4plus_bedroom,12672,13152,12912,4,1,49.5,51.5
miami,erie-pa,1244,1357,miami-to-erie-pa,True,1_bedroom,9102,9662,9382,2,1,47.2,49.2
miami,erie-pa,1244,1357,miami-to-erie-pa,True,2_bedroom,9102,9662,9382,2,1,47.2,49.2
miami,erie-pa,1244,1357,miami-to-erie-pa,True,3_bedroom,11349,11769,11559,3,1,50.2,52.2
miami,erie-pa,1244,1357,miami-to-erie-pa,True,4_bedroom,12856,13336,13096,4,1,50.2,52.2
miami,erie-pa,1244,1357,miami-to-erie-pa,True,4plus_bedroom,13816,14296,14056,4,1,54.2,56.2
miami,baltimore-md,1053,1149,miami-to-baltimore-md,True,1_bedroom,7854,8214,8034,2,1,40.3,42.3
miami,baltimore-md,1053,1149,miami-to-baltimore-md,True,2_bedroom,7854,8214,8034,2,1,40.3,42.3
miami,baltimore-md,1053,1149,miami-to-baltimore-md,True,3_bedroom,9693,10113,9903,3,1,43.3,45.3
miami,baltimore-md,1053,1149,miami-to-baltimore-md,True,4_bedroom,10992,11472,11232,4,1,43.3,45.3
miami,baltimore-md,1053,1149,miami-to-baltimore-md,True,4plus_bedroom,11952,12632,12292,4,1,47.3,49.3
miami,washington-dc,1019,1112,miami-to-washington-dc,True,1_bedroom,7632,7992,7812,2,1,39.1,41.1
miami,washington-dc,1019,1112,miami-to-washington-dc,True,2_bedroom,7632,7992,7812,2,1,39.1,41.1
miami,washington-dc,1019,1112,miami-to-washington-dc,True,3_bedroom,9434,9854,9644,3,1,42.1,44.1
miami,washington-dc,1019,1112,miami-to-washington-dc,True,4_bedroom,10696,11176,10936,4,1,42.1,44.1
miami,washington-dc,1019,1112,miami-to-washington-dc,True,4plus_bedroom,11656,12336,11996,4,1,46.1,48.1
miami,arlington-va,1017,1109,miami-to-arlington-va,True,1_bedroom,7614,7974,7794,2,1,39.0,41.0
miami,arlington-va,1017,1109,miami-to-arlington-va,True,2_bedroom,7614,7974,7794,2,1,39.0,41.0
miami,arlington-va,1017,1109,miami-to-arlington-va,True,3_bedroom,9413,9833,9623,3,1,42.0,44.0
miami,arlington-va,1017,1109,miami-to-arlington-va,True,4_bedroom,10672,11152,10912,4,1,42.0,44.0
miami,arlington-va,1017,1109,miami-to-arlington-va,True,4plus_bedroom,11632,12112,11872,4,1,46.0,48.0
miami,alexandria-va,1012,1103,miami-to-alexandria-va,True,1_bedroom,7578,7938,7758,2,1,38.8,40.8
miami,alexandria-va,1012,1103,miami-to-alexandria-va,True,2_bedroom,7578,7938,7758,2,1,38.8,40.8
miami,alexandria-va,1012,1103,miami-to-alexandria-va,True,3_bedroom,9371,9791,9581,3,1,41.8,43.8
miami,alexandria-va,1012,1103,miami-to-alexandria-va,True,4_bedroom,10624,11104,10864,4,1,41.8,43.8
miami,alexandria-va,1012,1103,miami-to-alexandria-va,True,4plus_bedroom,11584,12064,11824,4,1,45.8,47.8
miami,richmond-va,913,996,miami-to-richmond-va,True,1_bedroom,6936,7296,7116,2,1,35.2,37.2
miami,richmond-va,913,996,miami-to-richmond-va,True,2_bedroom,6936,7296,7116,2,1,35.2,37.2
miami,richmond-va,913,996,miami-to-richmond-va,True,3_bedroom,8622,9042,8832,3,1,38.2,40.2
miami,richmond-va,913,996,miami-to-richmond-va,True,4_bedroom,9768,10248,10008,4,1,38.2,40.2
miami,richmond-va,913,996,miami-to-richmond-va,True,4plus_bedroom,10728,11208,10968,4,1,42.2,44.2
miami,virginia-beach-va,886,967,miami-to-virginia-beach-va,True,1_bedroom,6762,7122,6942,2,1,34.2,36.2
miami,virginia-beach-va,886,967,miami-to-virginia-beach-va,True,2_bedroom,6762,7122,6942,2,1,34.2,36.2
miami,virginia-beach-va,886,967,miami-to-virginia-beach-va,True,3_bedroom,8419,8839,8629,3,1,37.2,39.2
miami,virginia-beach-va,886,967,miami-to-virginia-beach-va,True,4_bedroom,9536,10016,9776,4,1,37.2,39.2
miami,virginia-beach-va,886,967,miami-to-virginia-beach-va,True,4plus_bedroom,10496,10976,10736,4,1,41.2,43.2
miami,norfolk-va,880,960,miami-to-norfolk-va,True,1_bedroom,6720,7080,6900,2,1,34.0,36.0
miami,norfolk-va,880,960,miami-to-norfolk-va,True,2_bedroom,6720,7080,6900,2,1,34.0,36.0
miami,norfolk-va,880,960,miami-to-norfolk-va,True,3_bedroom,8370,8790,8580,3,1,37.0,39.0
miami,norfolk-va,880,960,miami-to-norfolk-va,True,4_bedroom,9480,9960,9720,4,1,37.0,39.0
miami,norfolk-va,880,960,miami-to-norfolk-va,True,4plus_bedroom,10440,10920,10680,4,1,41.0,43.0
miami,roanoke-va,875,954,miami-to-roanoke-va,True,1_bedroom,6684,7044,6864,2,1,33.8,35.8
miami,roanoke-va,875,954,miami-to-roanoke-va,True,2_bedroom,6684,7044,6864,2,1,33.8,35.8
miami,roanoke-va,875,954,miami-to-roanoke-va,True,3_bedroom,8328,8748,8538,3,1,36.8,38.8
miami,roanoke-va,875,954,miami-to-roanoke-va,True,4_bedroom,9432,9912,9672,4,1,36.8,38.8
miami,roanoke-va,875,954,miami-to-roanoke-va,True,4plus_bedroom,10392,10872,10632,4,1,40.8,42.8
miami,raleigh-nc,768,838,miami-to-raleigh-nc,True,1_bedroom,5788,6148,5968,2,1,29.9,31.9
miami,raleigh-nc,768,838,miami-to-raleigh-nc,True,2_bedroom,5788,6148,5968,2,1,29.9,31.9
miami,raleigh-nc,768,838,miami-to-raleigh-nc,True,3_bedroom,7516,7936,7726,3,1,32.9,34.9
miami,raleigh-nc,768,838,miami-to-raleigh-nc,True,4_bedroom,8504,8984,8744,4,1,32.9,34.9
miami,raleigh-nc,768,838,miami-to-raleigh-nc,True,4plus_bedroom,9464,9944,9704,4,1,36.9,38.9
miami,durham-nc,782,853,miami-to-durham-nc,True,1_bedroom,5878,6438,6158,2,1,30.4,32.4
miami,durham-nc,782,853,miami-to-durham-nc,True,2_bedroom,5878,6438,6158,2,1,30.4,32.4
miami,durham-nc,782,853,miami-to-durham-nc,True,3_bedroom,7621,8041,7831,3,1,33.4,35.4
miami,durham-nc,782,853,miami-to-durham-nc,True,4_bedroom,8624,9104,8864,4,1,33.4,35.4
miami,durham-nc,782,853,miami-to-durham-nc,True,4plus_bedroom,9584,10064,9824,4,1,37.4,39.4
miami,greensboro-nc,784,855,miami-to-greensboro-nc,True,1_bedroom,5890,6450,6170,2,1,30.5,32.5
miami,greensboro-nc,784,855,miami-to-greensboro-nc,True,2_bedroom,5890,6450,6170,2,1,30.5,32.5
miami,greensboro-nc,784,855,miami-to-greensboro-nc,True,3_bedroom,7635,8055,7845,3,1,33.5,35.5
miami,greensboro-nc,784,855,miami-to-greensboro-nc,True,4_bedroom,8640,9120,8880,4,1,33.5,35.5
miami,greensboro-nc,784,855,miami-to-greensboro-nc,True,4plus_bedroom,9600,10080,9840,4,1,37.5,39.5
miami,winston-salem-nc,786,857,miami-to-winston-salem-nc,True,1_bedroom,5902,6462,6182,2,1,30.6,32.6
miami,winston-salem-nc,786,857,miami-to-winston-salem-nc,True,2_bedroom,5902,6462,6182,2,1,30.6,32.6
miami,winston-salem-nc,786,857,miami-to-winston-salem-nc,True,3_bedroom,7649,8069,7859,3,1,33.6,35.6
miami,winston-salem-nc,786,857,miami-to-winston-salem-nc,True,4_bedroom,8656,9136,8896,4,1,33.6,35.6
